CAN_5_bin_70_MDDBPK_01672	Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1|Orellana2014|NosZ_proteinGI_257094967|len765	88.7	755	0.0
CAN_5_bin_70_MDDBPK_01672	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372489916|len765	87.6	765	0.0
CAN_5_bin_70_MDDBPK_01672	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372487564|len765	85.0	752	0.0
coasm_bin_185_FDDLBN_03425	Candidatus_Accumulibacter_phosphatis_clade_IIA_str._UW-1|Orellana2014|NosZ_proteinGI_257094967|len765	90.6	765	0.0
coasm_bin_185_FDDLBN_03425	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372489916|len765	87.6	765	0.0
coasm_bin_185_FDDLBN_03425	Dechlorosoma_suillum_PS|Orellana2014|NosZ_proteinGI_372487564|len765	85.5	761	0.0
coasm_bin_185_FDDLBN_03425	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907203|len760	85.7	756	0.0
coasm_bin_185_FDDLBN_03425	Dechloromonas_aromatica_RCB|Orellana2014|NosZ_proteinGI_71907207|len760	85.7	756	0.0
coasm_bin_260_FLKOMO_04520	Caldilinea_aerophila_DSM_14535__NBRC_104270|Orellana2014|NosZ_proteinGI_383761670|len656	75.5	656	0.0
coasm_bin_260_FLKOMO_04520	Caldilinea_aerophila_DSM14535|translated_longest_orf|strand_plus|frame_2|aa_len_552	77.7	552	0.0
coasm_bin_260_FLKOMO_04520	Rhodothermus_marinus_DSM_4252|Orellana2014|NosZ_proteinGI_268317562|len663	61.7	656	9.36e-307
coasm_bin_260_FLKOMO_04520	Sphaerobacter_thermophilus_DSM_20745|Orellana2014|NosZ_proteinGI_269836766|len672	62.4	623	4.80e-297
coasm_bin_260_FLKOMO_04520	Thermomicrobium_roseum_DSM_5159|Orellana2014|NosZ_proteinGI_221635600|len704	61.7	647	4.06e-294
coasm_bin_481_EGDGHF_00332	Rhodothermus_marinus_DSM_4252|Orellana2014|NosZ_proteinGI_268317562|len663	60.5	679	2.78e-321
coasm_bin_481_EGDGHF_00332	Thermomicrobium_roseum_DSM_5159|Orellana2014|NosZ_proteinGI_221635600|len704	63.3	619	1.43e-311
coasm_bin_481_EGDGHF_00332	Caldilinea_aerophila_DSM_14535__NBRC_104270|Orellana2014|NosZ_proteinGI_383761670|len656	63.0	640	2.05e-311
coasm_bin_481_EGDGHF_00332	Sphaerobacter_thermophilus_DSM_20745|Orellana2014|NosZ_proteinGI_269836766|len672	60.4	629	1.81e-299
coasm_bin_481_EGDGHF_00332	Rhodothermus_marinus_SG0.5JP17-172|translated_longest_orf|strand_plus|frame_2|aa_len_557	64.3	560	2.10e-286
coasm_bin_55_FCMEHI_03805	Rhodoferax_ferrireducens_T118|Orellana2014|NosZ_proteinGI_89901968|len650	73.9	639	0.0
coasm_bin_55_FCMEHI_03805	Thiobacillus_denitrificans_ATCC_25259|Orellana2014|NosZ_proteinGI_74317407|len646	75.2	628	0.0
coasm_bin_55_FCMEHI_03805	Aromatoleum_aromaticum_EbN1|Orellana2014|NosZ_proteinGI_56479025|len653	70.6	652	0.0
coasm_bin_55_FCMEHI_03805	Burkholderia_thailandensis_E264|Orellana2014|NosZ_proteinGI_83718912|len690	70.9	640	0.0
coasm_bin_55_FCMEHI_03805	Burkholderia_pseudomallei_MSHR346|Orellana2014|NosZ_proteinGI_237812437|len655	70.4	641	0.0
